Raccomandabilità,Accoglienza,Esperienza d'acquisto,Esperienza consegna,Test Drive,Qualità esperienza test drive,Overall complessivo generale,Note cliente
6,10,8,10,No,,6,Venditore non molto preparato poca conoscenza del prodotto e molto insicuro Gentilissimo ma alla fine ho acquistato un mezzo che manca di un optional per me fondamentale
10,10,10,10,Non necessario,,10,tutto ok molto professionali e sono contento
10,10,10,10,Non necessario,,10,In seguito di avere un aiuto (elettronica e attivare) . Grazie.
10,10,10,10,Non necessario,,10,"Tutto molto ben organizzato, chiaro e ben spiegato"
10,10,10,10,Si,10.0,10,"Arrivano molte email, anche autmatiche, relative al finanziamento, all'assicurazione e pososno crare confusione. IN più la fase di consegna dell'auto, dalle pratiche scritte alla spiegazione, è tutto molto veloce, e per chi non è pratico all'uso di app e"
10,10,10,10,Si,10.0,10,Sono molto contento dell’acquisto della mia Houndai nuova E’ stato bravissimo *** come venditore e anche *** per quanto riguarda tutta la parte di documentazione Infine *** molto paziente e zelante nella consegna dell’autovettura Eravamo inde
10,10,10,10,Non necessario,,10,"Complimenti allo staff di Vercelli per la gentilezza, la cortesia e la competenza. Grazie"
9,9,9,9,Si,9.0,9,Per ora con la vettura mi sto trovando bene spero che sia così anche nel proseguo degli anni
10,10,10,10,Non necessario,,10,Tutto ok..non ho per ora ricevuto omaggio...cordiali saluti
10,10,10,10,Si,10.0,10,Fantastici *** di *** e *** *** top dei top ed *** ***
10,10,10,10,Non necessario,,10,Tavagnacco UD ho incontrato persone cordiali e molto professionali. Grazie di tutto
10,9,10,10,Si,10.0,10,Complimenti ad *** *** Ottima professionalità nel suo lavoro nella concessionaria AUTOTORINO di Gattico (No)
10,10,10,10,Si,10.0,10,"Molto soddisfatto,speriamo che anche in futuro, possa andare tutto bene. I miei complimenti per il Vs. Personale simpatico e qualificato."
9,9,9,7,Si,9.0,9,Sto aspettando la consegna della macchina
10,10,10,10,Si,10.0,10,Continuiate così. Grazieeee
9,9,9,9,Si,9.0,9,Molto soddisfatto dell'auto. Bella da guidare.
9,9,9,7,Si,9.0,9,"I had a great experience with *** *** during choosing the car and buying process, the only thing I did not like much in the whole process was the delivery."
8,9,9,9,Si,9.0,9,Finanziaria troppo cara e rigida
10,10,10,10,Non necessario,,10,L’autovettura era leggermente sporca all’esterno
10,10,10,10,Non necessario,,10,Personale disponibile e cortese
9,9,9,9,No,,9,"Buongiorno L’acquisto dell’auto è andato tutto bene, anche la consegna, la programmazione della vendita dell’auto data in permuta, l’unica nota amara che, erroneamente, mi aspettavo il “solito” invito a pranzo presso l’azienda agricola LaFlorida, che mi"
10,10,10,10,Si,10.0,10,Sinceramente il formaggio è molto buono ma il buono del ristorante Quattro Stagioni a Mantello (SO) è poco utilizzabile soprattutto per me che sono residente a Pisa!… grazie comunque per il pensiero
8,9,7,9,Si,9.0,7,Ad oggi manca ancora la consegna dei tappetini in gomma e mancava il libretto di manutenzione che sono dovuto andare a ritirare personalmente perché non rispondevano alla mail. Mi hanno fatto firmare digitalmente i documenti e solo dopo mi sono accorto ch
2,9,2,2,No,,2,"Esperienza terribile,totale mancanza di comunicazione e trasparenza tempi di consegna ad oggi ancora incerti."
10,10,10,10,Non necessario,,10,Ringrazio per la cortesia e la professionalità *** e la sua collega ***. ***
10,10,10,10,Non necessario,,10,"Gentili, disponibili a venire in contro alle esigenze del cliente e scrupolosi."
10,9,10,10,Si,10.0,10,"Vorrei ringraziare *** (per la fase d'acquisto) e ***(fase di consegna) per la loro professionalità,cortesia e simpatia."
9,9,9,9,Non necessario,,7,"La mia insoddisfazione e dovuta al fatto che mi hanno consegnato un auto completamente senza benzina.... uscita dal cancello del concessionario si e' fermata ., Non riuscivo a credere che fosse completamente senza benzina,ms mi e stato confermato dal mecc"
5,4,2,3,No,,4,Il personale di vendita non è stato presente
9,9,9,9,Si,9.0,9,Bravissimo *** come venditore!
10,10,10,10,No,,10,Grazie a tutto lo staff per la professionalità' dimostrata.
9,10,9,9,Non necessario,,9,"Grazie mille per tutto, grazie a *** per la pazienza e professionalità."
9,9,8,8,Si,9.0,9,Omaggio non ricevuto ma in ogni caso non farei un viaggio di oltre 400 km
10,9,10,10,Non necessario,,10,SONO DI VARESE MA HO ACQUISTATO L'AUTO C/O AUTOTORINO DI PORDENONE DOVE HO TROVATO UN VENDITORE MOLTO BRAVO E GENTILE ( Sig. *** ) e alla chiusura pratica e consegna auto NUOVA la sig.ra *** altrettanto. le persone sono il valore
9,9,9,9,Si,10.0,9,Spiegazione della macchina nuova veloce e superficiale
9,9,9,9,Si,9.0,9,Non ho ricevuto l'omaggio alla florida
10,10,10,10,Non necessario,,10,Ringrazio *** per la gentilezza disponibilità e serietà! Acquisterò sempre e solo auto di ogni marca solo da voi Grazie di tutto
10,10,10,10,Si,10.0,10,"Per ora non ho nulla da suggerire o commentare, spero che in futuro in caso avessimo bisogno di informazioni o altro siate sempre disponibile come in fase di acquisto.Grazie"
10,10,9,10,Si,9.0,10,"Molto professionali e disponibili, veramente soddisfatta."
9,9,9,9,Non necessario,,9,Tutto ok. L’omaggio non lo ho ancora ricevuto
10,10,10,10,Non necessario,,10,Grazie della professionalita’ gentilezza e velocita’ nelle pratiche
10,10,10,10,Non necessario,,10,"Ottimo team di vendita, da *** che mi ha consigliato bene, alla consegnatrice *** laboriosa e tempestiva e puntuale nel suo lavoro, ad *** come supervisione fino a *** il product expert, sono stati tutte/i fantastici e pr"
10,10,10,10,No,,10,"Avendo acquistato altre auto da Voi, consiglio di migliorare il servizio in officina per carenza di personale e, quindi, tempi di attesa lunghi"
10,9,10,10,Si,10.0,10,Ancora un piccolo passo per migliorare la climatizzazione nell'area consegna vettura ed attesa service e sarà tutto perfetto
10,10,10,10,Non necessario,,10,Completamente soddisfatto.Personale preparato sia in fase di acquisto che di presentazione della vettura in officina.Non posso dare un giudizio sull'omaggio perche'non ancora ricevuto.
10,10,10,10,Si,10.0,10,Nessun commento
10,10,10,10,Si,10.0,10,.
10,10,10,10,Si,10.0,10,Tutto perfetto personale competente e gentilissimo grazie BMW TORINO
9,9,9,9,Si,9.0,9,Non mi è stato consegnato nessun omaggio
10,10,10,10,Si,10.0,10,Mai ricevuto l’omaggio
10,10,10,10,Non necessario,,10,Persone molto disponibili di grandissima professionalità ❤️
8,8,8,5,Si,9.0,5,"A distanza di una settimana dalla consegna della vettura, attendo ancora la restituzione della caparra!"
10,10,10,10,Non necessario,,10,"Posso confermare la professionalità di *** ed altrettanto della Sig.ra ***, gentilissima nell'illustrarmi le caratteristiche della mia nuova COUNTRYMAN. Cordialmente. ***"
10,10,10,10,Si,10.0,10,Tutto perfetto e professionale
10,9,10,10,Si,10.0,9,Viaggiare con tutor per almeno 2 giorni per rimediare eventuali incertezze e dubbi
9,9,9,10,No,,10,"Brava ***, competente,paziente e gentile Qualche spiegazione in più e più chiarezza da parte del personale vendite"
9,9,9,5,Si,1.0,9,"Sono soddisfatto del mio nuovo acquisto e del venditore che mi ha seguito. Purtroppo non sono rimasto soddisfatto durante la consegna del mezzo, la persono che avrebbe dovuto consegnarmi la moto era impegnata,ma presumo per un mio ritardo. D'altro canto l"
10,10,10,10,Si,10.0,10,Un ringraziamento speciale a *** e *** che mi hanno seguito in fase di acquisto e consegna della vettura.
10,10,10,10,Non necessario,,10,Tutto perfetto!!! Professionalità e cortesia 👍😜
10,10,10,10,Non necessario,,10,"Sono molto contento, è molto soddisfatto. Molta professionalità e gentilezza"
10,10,10,10,No,,10,Per quanto riguarda l'omaggio sarebbe stato meglio controllare la scadenza. Mi è stato consegnato un pacchetto di tre formaggi con scadenza tra un mese ...
10,10,10,10,Si,10.0,10,Il nostro voto 10 sull'esperienza di acquisto va a *** che ha saputo accompagnarci ascoltando le nostre esigenze con pazienza e professionalità. Il nostro voto 10 per la fase di consegna va *** per la gentilezza con la quale ci ha
9,9,9,9,Si,9.0,9,*** e *** brave competenti e pazienti
10,10,10,10,Si,10.0,10,- tutti molto cordiali e simpatici !
10,10,10,10,Si,10.0,10,"Tratto  esclusivamente con il signor ***, venditore professionista e persona affidabile Consiglio a tutti autotorino gazzada (va) Venditore ( ***)"
9,10,10,9,No,,9,mancano i ganci che permettono che il pianale del bagagliaio si alzi aprendo il bagagliaio stesso. già fatta segnalazione
9,9,9,9,No,,9,Molto gentili e disponibili
10,10,10,10,,,10,"Personale competente, cortese e sempre disponibile. Complimenti"
10,10,9,10,Si,10.0,10,Continuate così
10,10,10,10,Non necessario,,10,"Ho trovato tanta professionalità e serietà in Auto Torino Hyundai. Personale molto competente, disponibile che mi ha trasmesso sicurezza sia prima dell’acquisto, che durante la spiegazione dell’auto. Da consigliare sicuramente."
10,10,10,10,Si,10.0,10,Completamente soddisfatto
10,10,10,9,Si,10.0,10,Tutto ottimo
6,6,6,6,Si,6.0,6,Mai ricevuto  omaggio  vostra ditta Florida auto full optional ma senza sensore pioggia forse lo avrei gradito se mi fosse stato proposto
10,10,10,10,Si,10.0,10,Consegna perfetta e anche la vendita. Faccio i miei complimenti a *** *** e *** ***.
9,9,9,7,No,,9,Valutazione di questo sondaggio. Se metto 8 risulta non soddisfatto… scala dei voti da rivedere.
10,10,10,10,Si,10.0,10,Trattativa perfetta e consegna anche . Grazie
10,10,10,10,Non necessario,,10,"ottima auto e ottimo il servizio dei venditori *** e *** .professionali,sintetici e gentili.bravi!"
10,9,10,10,Non necessario,,10,Vorrei sottolineare la professionalità e la cortesia con cui mi ha seguito il venditore sig. *** ***. E’ sempre stato puntuale nelle comunicazioni e ha fatto di tutto per accontentarmi. Lo consiglierei vivamente.
10,10,10,10,Non necessario,,10,"***, ***, *** e tutto lo staff ...i migliori...grazie grazie"
8,8,10,8,Non necessario,,7,"Non si può consegnare un’auto nuova che si spegne nel piazzale perché senza benzina, così come devono essere tolte tutte le protezione di trasporto della carrozzeria."
10,10,10,10,Si,10.0,10,"Consegna spettacolare e anche il consegnatore *** ***, molto professionale e gentile."
10,10,10,10,Non necessario,,10,Il venditore *** *** è stato veramente gentilissimo e professionale.
10,10,10,10,Si,10.0,10,Non ho visto nessun omaggio
1,9,1,1,Non necessario,,2,Forse valuterei di puntate anche sulla competenza e sulla cortesia del personale anche dopo che le vetture sono state vendute. I beni venduti non sono caramelle ma macchine che costano migliaia di €  non è accettabile subire questa gestione. Cose spiegate
10,10,10,10,Si,10.0,10,"Il vostro concessionario mi è stato consigliato da un collega di lavoro e confermo cortesia, educazione e professionalità fuori dal comune. Metto 5 stelle ma ne meriterebbe 6"
10,10,10,10,No,,10,"la conservatrice *** è stata impeccabile, mi ha dettagliatamente spiegato la vettura, il giro di prova non era necessario Grazie"
10,9,10,10,No,,10,"Come suggerimento consiglierei un miglioramento o ampliamento del parcheggio della vostra azienda , così da dare sin dal primo istante una buona impressione , cosa che invece così com’è ora sopraggiunge solo dopo che si è varcato la porta ."
10,10,10,10,Si,10.0,10,"Ringraziamento speciale al sig. *** *** per la cortesia, la trasparenza e la professionalità. Ha rispettato ogni accordo preso in fase di contratto."
10,10,10,10,Non necessario,,10,Completamente soddisfatti dal momento dell’ordine fino alla consegna. Personale empatico e molto preparato.
10,10,10,9,Si,9.0,9,Tutto ottimo accoglienza *** venditore *** e consegna ***
9,9,9,5,No,,9,Più professionalità  nella  consegna della vettura  poche spiegazioni   dato che io non ho. Mai avuto  una  vettura. Automatica.  Ho sempre. Avuto  cambio. Manuale. E. Mercedes  poi x il  resto. Nulla da dire.
10,10,10,10,Non necessario,,10,È stata proprio una bella sorpresa autotorino......un saluto 👋 a tutti e un abbraccio ha *** .....
10,10,10,10,Si,10.0,10,Continuate così
10,10,10,10,Non necessario,,10,"Non riguarda tanto Autotorino ma piuttosto BMW: avevo apprezzato le prime Serie 1 per trazione posteriore e pneumatici runflat; ora tutto sparito insieme al libretto uso e manutenzione cartaceo. Sopperirò scaricandolo dal PC di casa, a bordo vettura non è"
10,10,10,10,Si,10.0,10,Mi sono trovato molto bene con *** e ***
9,9,9,3,Si,9.0,6,Dopo aver consegnato l'usato per il ritiro ho atteso per la consegna del nuovo e a quel punto mi viene comunicato che dovevo andare in agenzia a fare il passagio di prorietà. Quindi sono dovuto andare a piedi in agenzia. Siccome dovevo fare il poassagio d
10,10,10,10,Si,10.0,10,"Una esperienza di acquisto perfetta sia nella fase di scelta e affinamento, sia nella fase di consegna e preparazione della documentazione. Complimenti al personale di AUTOTORINO. ***"
10,9,10,10,Non necessario,,10,"Desidero segnalare l’ottima esperienza avuta con il Sig. *** della sede AutoTorino di Verona. Pur essendo di Trieste, grazie alla convenzione aziendale ho avuto modo di essere seguito da lui: fin dal primo contatto telefonico si è dimostrato estre"
9,9,2,1,Non necessario,,5,Sono ancora in attesa del passaggino per poter stipulare l'assicurazione. L'incaricato della mia pratica di consegna non lavora più nella concessionaria e non si é premurata di effettuare il passaggio di consegne.
10,10,10,3,Si,10.0,9,"Tutto perfetto,l unica pecca e stata la spiegazione dell auto e dei relativi accessori al momento della consegna.allr nostre domande rispondeva in maniera vaga senza darci una reale spiegazione.venditore e ragazze in ufficio invece fantastici.preparati e"
10,10,10,10,Non necessario,,10,consiglio di mettere un litro di benzina in piú nel serbatoio.. per evitare spiacevoli contrattempi. Grazie
10,10,10,10,Si,10.0,10,Ottimo concessionaria dove trovi professionalità e gentilezza ti accompagnano nel percorso dell'acquisto consigliandoti la migliore vettura per le tue necessità.
9,9,9,9,Non necessario,,9,Non ho ancora ritirato l'auto quindi non sa quale sia l'Omaggio
9,9,7,9,No,,9,Abbiamo acquistato due auto preso di voi e la prima volta siamo rimasti così soddisfatti che quando abbiamo dovuto acquistare una seconda auto siamo venuti ancora da voi. Purtroppo la seconda esperienza non e stata positiva: tempi di consegna non rispetta
10,10,10,10,Si,10.0,10,"Grazie di tutto, per la professionalità e la gentilezza nell'aver seguito tutto il processo. E grazie per gli squisiti formaggi, sperando di poter visitare presto l'agriturismo. Grazie Saluti, ***"
10,10,10,10,Si,10.0,10,Per me è stata un'esperienza estremamente positiva. Personale preparato e trattativa commerciale eccellente. Continuate così!
